integer is Datatype.
MOSAIC_00001017 is Individual.
MOSAIC_00001017 Types MOSAIC_00000040,.
MOSAIC_00001017 Types MOSAIC_00000257,.
MOSAIC_00001017 Types MOSAIC_00012000.
MOSAIC_00001018 is Individual.
MOSAIC_00001018 Types MOSAIC_00000040,.
MOSAIC_00001018 Types MOSAIC_00000259,.
MOSAIC_00001018 Types MOSAIC_00012000.
MOSAIC_00001019 is Individual.
MOSAIC_00001019 Types MOSAIC_00000040,.
MOSAIC_00001019 Types MOSAIC_00000795,.
MOSAIC_00001019 Types MOSAIC_00012000.
MOSAIC_00001020 is Individual.
MOSAIC_00001020 Types MOSAIC_00000040,.
MOSAIC_00001020 Types MOSAIC_00000795,.
MOSAIC_00001020 Types MOSAIC_00012000.
MOSAIC_00001021 is Individual.
MOSAIC_00001021 Types MOSAIC_00000040,.
MOSAIC_00001021 Types MOSAIC_00000795,.
MOSAIC_00001021 Types MOSAIC_00012000.
MOSAIC_00001022 is Individual.
MOSAIC_00001022 Types MOSAIC_00000040,.
MOSAIC_00001022 Types MOSAIC_00000795,.
MOSAIC_00001022 Types MOSAIC_00012000.
MOSAIC_00001023 is Individual.
MOSAIC_00001023 Types MOSAIC_00000040,.
MOSAIC_00001023 Types MOSAIC_00000795,.
MOSAIC_00001023 Types MOSAIC_00012000.
MOSAIC_00001024 is Individual.
MOSAIC_00001024 Types MOSAIC_00000040,.
MOSAIC_00001024 Types MOSAIC_00000795,.
MOSAIC_00001024 Types MOSAIC_00012000.
MOSAIC_00001025 is Individual.
MOSAIC_00001025 Types MOSAIC_00000040,.
MOSAIC_00001025 Types MOSAIC_00000795,.
MOSAIC_00001025 Types MOSAIC_00012000.
MOSAIC_00001026 is Individual.
MOSAIC_00001026 Types MOSAIC_00000040,.
MOSAIC_00001026 Types MOSAIC_00000795,.
MOSAIC_00001026 Types MOSAIC_00012000.
MOSAIC_00001027 is Individual.
MOSAIC_00001027 Types MOSAIC_00000040,.
MOSAIC_00001027 Types MOSAIC_00000795,.
MOSAIC_00001027 Types MOSAIC_00012000.
MOSAIC_00001028 is Individual.
MOSAIC_00001028 Types MOSAIC_00000040,.
MOSAIC_00001028 Types MOSAIC_00000795,.
MOSAIC_00001028 Types MOSAIC_00012000.
MOSAIC_00001029 is Individual.
MOSAIC_00001029 Types MOSAIC_00000040,.
MOSAIC_00001029 Types MOSAIC_00000796,.
MOSAIC_00001029 Types MOSAIC_00012000.
MOSAIC_00001030 is Individual.
MOSAIC_00001030 Types MOSAIC_00000040,.
MOSAIC_00001030 Types MOSAIC_00000796,.
MOSAIC_00001030 Types MOSAIC_00012000.
MOSAIC_00001031 is Individual.
MOSAIC_00001031 Types MOSAIC_00000040,.
MOSAIC_00001031 Types MOSAIC_00000796,.
MOSAIC_00001031 Types MOSAIC_00012000.
MOSAIC_00001032 is Individual.
MOSAIC_00001032 Types MOSAIC_00000040,.
MOSAIC_00001032 Types MOSAIC_00000796,.
MOSAIC_00001032 Types MOSAIC_00012000.
MOSAIC_00001033 is Individual.
MOSAIC_00001033 Types MOSAIC_00000040,.
MOSAIC_00001033 Types MOSAIC_00000796,.
MOSAIC_00001033 Types MOSAIC_00012000.
MOSAIC_00001034 is Individual.
MOSAIC_00001034 Types MOSAIC_00000040,.
MOSAIC_00001034 Types MOSAIC_00000796,.
MOSAIC_00001034 Types MOSAIC_00012000.
MOSAIC_00001035 is Individual.
MOSAIC_00001035 Types MOSAIC_00000040,.
MOSAIC_00001035 Types MOSAIC_00000796,.
MOSAIC_00001035 Types MOSAIC_00012000.
MOSAIC_00001036 is Individual.
MOSAIC_00001036 Types MOSAIC_00000040,.
MOSAIC_00001036 Types MOSAIC_00000796,.
MOSAIC_00001036 Types MOSAIC_00012000.
MOSAIC_00001037 is Individual.
MOSAIC_00001037 Types MOSAIC_00000040,.
MOSAIC_00001037 Types MOSAIC_00000796,.
MOSAIC_00001037 Types MOSAIC_00012000.
MOSAIC_00001038 is Individual.
MOSAIC_00001038 Types MOSAIC_00000040,.
MOSAIC_00001038 Types MOSAIC_00000796,.
MOSAIC_00001038 Types MOSAIC_00012000.
MOSAIC_00001039 is Individual.
MOSAIC_00001039 Types MOSAIC_00000040,.
MOSAIC_00001039 Types MOSAIC_00000796,.
MOSAIC_00001039 Types MOSAIC_00012000.
MOSAIC_00001040 is Individual.
MOSAIC_00001040 Types MOSAIC_00000040,.
MOSAIC_00001040 Types MOSAIC_00000796,.
MOSAIC_00001040 Types MOSAIC_00012000.
MOSAIC_00001041 is Individual.
MOSAIC_00001041 Types MOSAIC_00000040,.
MOSAIC_00001041 Types MOSAIC_00000796,.
MOSAIC_00001041 Types MOSAIC_00012000.
MOSAIC_00001042 is Individual.
MOSAIC_00001042 Types MOSAIC_00000040,.
MOSAIC_00001042 Types MOSAIC_00000796,.
MOSAIC_00001042 Types MOSAIC_00012000.
MOSAIC_00001043 is Individual.
MOSAIC_00001043 Types MOSAIC_00000040,.
MOSAIC_00001043 Types MOSAIC_00000796,.
MOSAIC_00001043 Types MOSAIC_00012000.
MOSAIC_00001044 is Individual.
MOSAIC_00001044 Types MOSAIC_00000040,.
MOSAIC_00001044 Types MOSAIC_00000796,.
MOSAIC_00001044 Types MOSAIC_00012000.
MOSAIC_00001045 is Individual.
MOSAIC_00001045 Types MOSAIC_00000040,.
MOSAIC_00001045 Types MOSAIC_00000796,.
MOSAIC_00001045 Types MOSAIC_00012000.
MOSAIC_00001046 is Individual.
MOSAIC_00001046 Types MOSAIC_00000040,.
MOSAIC_00001046 Types MOSAIC_00000796,.
MOSAIC_00001046 Types MOSAIC_00012000.
MOSAIC_00001047 is Individual.
MOSAIC_00001047 Types MOSAIC_00000040,.
MOSAIC_00001047 Types MOSAIC_00000796,.
MOSAIC_00001047 Types MOSAIC_00012000.
MOSAIC_00001048 is Individual.
MOSAIC_00001048 Types MOSAIC_00000040,.
MOSAIC_00001048 Types MOSAIC_00000796,.
MOSAIC_00001048 Types MOSAIC_00012000.
MOSAIC_00001049 is Individual.
MOSAIC_00001049 Types MOSAIC_00000040,.
MOSAIC_00001049 Types MOSAIC_00000796,.
MOSAIC_00001049 Types MOSAIC_00012000.
MOSAIC_00001050 is Individual.
MOSAIC_00001050 Types MOSAIC_00000040,.
MOSAIC_00001050 Types MOSAIC_00000796,.
MOSAIC_00001050 Types MOSAIC_00012000.
MOSAIC_00001051 is Individual.
MOSAIC_00001051 Types MOSAIC_00000040,.
MOSAIC_00001051 Types MOSAIC_00000797,.
MOSAIC_00001051 Types MOSAIC_00012000.
MOSAIC_00001052 is Individual.
MOSAIC_00001052 Types MOSAIC_00000040,.
MOSAIC_00001052 Types MOSAIC_00000797,.
MOSAIC_00001052 Types MOSAIC_00012000.
MOSAIC_00001053 is Individual.
MOSAIC_00001053 Types MOSAIC_00000040,.
MOSAIC_00001053 Types MOSAIC_00000797,.
MOSAIC_00001053 Types MOSAIC_00012000.
MOSAIC_00001054 is Individual.
MOSAIC_00001054 Types MOSAIC_00000040,.
MOSAIC_00001054 Types MOSAIC_00000795,.
MOSAIC_00001054 Types MOSAIC_00012000.
MOSAIC_00001055 is Individual.
MOSAIC_00001055 Types MOSAIC_00000040,.
MOSAIC_00001055 Types MOSAIC_00000795,.
MOSAIC_00001055 Types MOSAIC_00012000.
MOSAIC_00001056 is Individual.
MOSAIC_00001056 Types MOSAIC_00000040,.
MOSAIC_00001056 Types MOSAIC_00000795,.
MOSAIC_00001056 Types MOSAIC_00012000.
MOSAIC_00001057 is Individual.
MOSAIC_00001057 Types MOSAIC_00000040,.
MOSAIC_00001057 Types MOSAIC_00000795,.
MOSAIC_00001057 Types MOSAIC_00012000.
MOSAIC_00001058 is Individual.
MOSAIC_00001058 Types MOSAIC_00000040,.
MOSAIC_00001058 Types MOSAIC_00000795,.
MOSAIC_00001058 Types MOSAIC_00012000.
MOSAIC_00001059 is Individual.
MOSAIC_00001059 Types MOSAIC_00000040,.
MOSAIC_00001059 Types MOSAIC_00000795,.
MOSAIC_00001059 Types MOSAIC_00012000.
MOSAIC_00001060 is Individual.
MOSAIC_00001060 Types MOSAIC_00000040,.
MOSAIC_00001060 Types MOSAIC_00000795,.
MOSAIC_00001060 Types MOSAIC_00012000.
MOSAIC_00001061 is Individual.
MOSAIC_00001061 Types MOSAIC_00000040,.
MOSAIC_00001061 Types MOSAIC_00000795,.
MOSAIC_00001061 Types MOSAIC_00012000.
MOSAIC_00001062 is Individual.
MOSAIC_00001062 Types MOSAIC_00000040,.
MOSAIC_00001062 Types MOSAIC_00000795,.
MOSAIC_00001062 Types MOSAIC_00012000.
MOSAIC_00001063 is Individual.
MOSAIC_00001063 Types MOSAIC_00000040,.
MOSAIC_00001063 Types MOSAIC_00000795,.
MOSAIC_00001063 Types MOSAIC_00012000.
MOSAIC_00001064 is Individual.
MOSAIC_00001064 Types MOSAIC_00000040,.
MOSAIC_00001064 Types MOSAIC_00000795,.
MOSAIC_00001064 Types MOSAIC_00012000.
MOSAIC_00001065 is Individual.
MOSAIC_00001065 Types MOSAIC_00000040,.
MOSAIC_00001065 Types MOSAIC_00000795,.
MOSAIC_00001065 Types MOSAIC_00012000.
MOSAIC_00001066 is Individual.
MOSAIC_00001066 Types MOSAIC_00000040,.
MOSAIC_00001066 Types MOSAIC_00000795,.
MOSAIC_00001066 Types MOSAIC_00012000.
MOSAIC_00001067 is Individual.
MOSAIC_00001067 Types MOSAIC_00000040,.
MOSAIC_00001067 Types MOSAIC_00000795,.
MOSAIC_00001067 Types MOSAIC_00012000.
MOSAIC_00001068 is Individual.
MOSAIC_00001068 Types MOSAIC_00000040,.
MOSAIC_00001068 Types MOSAIC_00000795,.
MOSAIC_00001068 Types MOSAIC_00012000.
MOSAIC_00001069 is Individual.
MOSAIC_00001069 Types MOSAIC_00000040,.
MOSAIC_00001069 Types MOSAIC_00000256,.
MOSAIC_00001069 Types MOSAIC_00012000.
MOSAIC_00001070 is Individual.
MOSAIC_00001070 Types MOSAIC_00000040,.
MOSAIC_00001070 Types MOSAIC_00000798,.
MOSAIC_00001070 Types MOSAIC_00012000.
MOSAIC_00001071 is Individual.
MOSAIC_00001071 Types MOSAIC_00000040,.
MOSAIC_00001071 Types MOSAIC_00000799,.
MOSAIC_00001071 Types MOSAIC_00012000.
MOSAIC_00001072 is Individual.
MOSAIC_00001072 Types MOSAIC_00000040,.
MOSAIC_00001072 Types MOSAIC_00000800,.
MOSAIC_00001072 Types MOSAIC_00012000.
MOSAIC_00001073 is Individual.
MOSAIC_00001073 Types MOSAIC_00000040,.
MOSAIC_00001073 Types MOSAIC_00000801,.
MOSAIC_00001073 Types MOSAIC_00012000.
MOSAIC_00001074 is Individual.
MOSAIC_00001074 Types MOSAIC_00000040,.
MOSAIC_00001074 Types MOSAIC_00000802,.
MOSAIC_00001074 Types MOSAIC_00012000.
MOSAIC_00001075 is Individual.
MOSAIC_00001075 Types MOSAIC_00000040,.
MOSAIC_00001075 Types MOSAIC_00000803,.
MOSAIC_00001075 Types MOSAIC_00012000.
MOSAIC_00001076 is Individual.
MOSAIC_00001076 Types MOSAIC_00000040,.
MOSAIC_00001076 Types MOSAIC_00000804,.
MOSAIC_00001076 Types MOSAIC_00012000.
MOSAIC_00001077 is Individual.
MOSAIC_00001077 Types MOSAIC_00000040,.
MOSAIC_00001077 Types MOSAIC_00000805,.
MOSAIC_00001077 Types MOSAIC_00012000.
MOSAIC_00001078 is Individual.
MOSAIC_00001078 Types MOSAIC_00000040,.
MOSAIC_00001078 Types MOSAIC_00000257,.
MOSAIC_00001078 Types MOSAIC_00012000.
MOSAIC_00001079 is Individual.
MOSAIC_00001079 Types MOSAIC_00000040,.
MOSAIC_00001079 Types MOSAIC_00000806,.
MOSAIC_00001079 Types MOSAIC_00012000.
MOSAIC_00001080 is Individual.
MOSAIC_00001080 Types MOSAIC_00000040,.
MOSAIC_00001080 Types MOSAIC_00000798,.
MOSAIC_00001080 Types MOSAIC_00012000.
MOSAIC_00001081 is Individual.
MOSAIC_00001081 Types MOSAIC_00000040,.
MOSAIC_00001081 Types MOSAIC_00000807,.
MOSAIC_00001081 Types MOSAIC_00012000.
MOSAIC_00001082 is Individual.
MOSAIC_00001082 Types MOSAIC_00000040,.
MOSAIC_00001082 Types MOSAIC_00000808,.
MOSAIC_00001082 Types MOSAIC_00012000.
MOSAIC_00001083 is Individual.
MOSAIC_00001083 Types MOSAIC_00000040,.
MOSAIC_00001083 Types MOSAIC_00000256,.
MOSAIC_00001083 Types MOSAIC_00012000.
MOSAIC_00001084 is Individual.
MOSAIC_00001084 Types MOSAIC_00000040,.
MOSAIC_00001084 Types MOSAIC_00000809,.
MOSAIC_00001084 Types MOSAIC_00012000.
MOSAIC_00001085 is Individual.
MOSAIC_00001085 Types MOSAIC_00000040,.
MOSAIC_00001085 Types MOSAIC_00000798,.
MOSAIC_00001085 Types MOSAIC_00012000.
MOSAIC_00001086 is Individual.
MOSAIC_00001086 Types MOSAIC_00000040,.
MOSAIC_00001086 Types MOSAIC_00000806,.
MOSAIC_00001086 Types MOSAIC_00012000.
MOSAIC_00001087 is Individual.
MOSAIC_00001087 Types MOSAIC_00000040,.
MOSAIC_00001087 Types MOSAIC_00000804,.
MOSAIC_00001087 Types MOSAIC_00012000.
MOSAIC_00001088 is Individual.
MOSAIC_00001088 Types MOSAIC_00000040,.
MOSAIC_00001088 Types MOSAIC_00000257,.
MOSAIC_00001088 Types MOSAIC_00012000.
MOSAIC_00001089 is Individual.
MOSAIC_00001089 Types MOSAIC_00000040,.
MOSAIC_00001089 Types MOSAIC_00000805,.
MOSAIC_00001089 Types MOSAIC_00012000.
MOSAIC_00001090 is Individual.
MOSAIC_00001090 Types MOSAIC_00000040,.
MOSAIC_00001090 Types MOSAIC_00000256,.
MOSAIC_00001090 Types MOSAIC_00012000.
MOSAIC_00001091 is Individual.
MOSAIC_00001091 Types MOSAIC_00000040,.
MOSAIC_00001091 Types MOSAIC_00000256,.
MOSAIC_00001091 Types MOSAIC_00012000.
MOSAIC_00001092 is Individual.
MOSAIC_00001092 Types MOSAIC_00000040,.
MOSAIC_00001092 Types MOSAIC_00000810,.
MOSAIC_00001092 Types MOSAIC_00012000.
MOSAIC_00001093 is Individual.
MOSAIC_00001093 Types MOSAIC_00000040,.
MOSAIC_00001093 Types MOSAIC_00000254,.
MOSAIC_00001093 Types MOSAIC_00012000.
MOSAIC_00001094 is Individual.
MOSAIC_00001094 Types MOSAIC_00000040,.
MOSAIC_00001094 Types MOSAIC_00000804,.
MOSAIC_00001094 Types MOSAIC_00012000.
MOSAIC_00001095 is Individual.
MOSAIC_00001095 Types MOSAIC_00000040,.
MOSAIC_00001095 Types MOSAIC_00000257,.
MOSAIC_00001095 Types MOSAIC_00012000.
MOSAIC_00001096 is Individual.
MOSAIC_00001096 Types MOSAIC_00000040,.
MOSAIC_00001096 Types MOSAIC_00000798,.
MOSAIC_00001096 Types MOSAIC_00012000.
MOSAIC_00001097 is Individual.
MOSAIC_00001097 Types MOSAIC_00000040,.
MOSAIC_00001097 Types MOSAIC_00000806,.
MOSAIC_00001097 Types MOSAIC_00012000.
MOSAIC_00001098 is Individual.
MOSAIC_00001098 Types MOSAIC_00000040,.
MOSAIC_00001098 Types MOSAIC_00000256,.
MOSAIC_00001098 Types MOSAIC_00012000.
MOSAIC_00001099 is Individual.
MOSAIC_00001099 Types MOSAIC_00000040,.
MOSAIC_00001099 Types MOSAIC_00000811,.
MOSAIC_00001099 Types MOSAIC_00012000.
MOSAIC_00001100 is Individual.
MOSAIC_00001100 Types MOSAIC_00000040,.
MOSAIC_00001100 Types MOSAIC_00000812,.
MOSAIC_00001100 Types MOSAIC_00012000.
MOSAIC_00001101 is Individual.
MOSAIC_00001101 Types MOSAIC_00000040,.
MOSAIC_00001101 Types MOSAIC_00000813,.
MOSAIC_00001101 Types MOSAIC_00012000.
MOSAIC_00001102 is Individual.
MOSAIC_00001102 Types MOSAIC_00000040,.
MOSAIC_00001102 Types MOSAIC_00000813,.
MOSAIC_00001102 Types MOSAIC_00012000.
MOSAIC_00001103 is Individual.
MOSAIC_00001103 Types MOSAIC_00000040,.
MOSAIC_00001103 Types MOSAIC_00000814,.
MOSAIC_00001103 Types MOSAIC_00012000.
MOSAIC_00001104 is Individual.
MOSAIC_00001104 Types MOSAIC_00000040,.
MOSAIC_00001104 Types MOSAIC_00000815,.
MOSAIC_00001104 Types MOSAIC_00012000.
MOSAIC_00001105 is Individual.
MOSAIC_00001105 Types MOSAIC_00000040,.
MOSAIC_00001105 Types MOSAIC_00000816,.
MOSAIC_00001105 Types MOSAIC_00012000.
MOSAIC_00001106 is Individual.
MOSAIC_00001106 Types MOSAIC_00000040,.
MOSAIC_00001106 Types MOSAIC_00000817,.
MOSAIC_00001106 Types MOSAIC_00012000.
MOSAIC_00001107 is Individual.
MOSAIC_00001107 Types MOSAIC_00000040,.
MOSAIC_00001107 Types MOSAIC_00000817,.
MOSAIC_00001107 Types MOSAIC_00012000.
MOSAIC_00001108 is Individual.
MOSAIC_00001108 Types MOSAIC_00000040,.
MOSAIC_00001108 Types MOSAIC_00000818,.
MOSAIC_00001108 Types MOSAIC_00012000.
MOSAIC_00001109 is Individual.
MOSAIC_00001109 Types ,.
MOSAIC_00001109 Types MOSAIC_00000040,.
MOSAIC_00001109 Types MOSAIC_00000819,.
MOSAIC_00001109 Types MOSAIC_00012000.
MOSAIC_00001110 is Individual.
MOSAIC_00001110 Types MOSAIC_00000040,.
MOSAIC_00001110 Types MOSAIC_00000820,.
MOSAIC_00001110 Types MOSAIC_00012000.
MOSAIC_00001111 is Individual.
MOSAIC_00001111 Types MOSAIC_00000040,.
MOSAIC_00001111 Types MOSAIC_00000821,.
MOSAIC_00001111 Types MOSAIC_00012000.
MOSAIC_00001112 is Individual.
MOSAIC_00001112 Types MOSAIC_00000040,.
MOSAIC_00001112 Types MOSAIC_00000822,.
MOSAIC_00001112 Types MOSAIC_00012000.
MOSAIC_00001113 is Individual.
MOSAIC_00001113 Types MOSAIC_00000040,.
MOSAIC_00001113 Types MOSAIC_00000823,.
MOSAIC_00001113 Types MOSAIC_00012000.
MOSAIC_00001114 is Individual.
MOSAIC_00001114 Types MOSAIC_00000040,.
MOSAIC_00001114 Types MOSAIC_00000824,.
MOSAIC_00001114 Types MOSAIC_00012000.
MOSAIC_00001115 is Individual.
MOSAIC_00001115 Types MOSAIC_00000040,.
MOSAIC_00001115 Types MOSAIC_00000825,.
MOSAIC_00001115 Types MOSAIC_00012000.
MOSAIC_00001116 is Individual.
MOSAIC_00001116 Types MOSAIC_00000040,.
MOSAIC_00001116 Types MOSAIC_00000825,.
MOSAIC_00001116 Types MOSAIC_00012000.
MOSAIC_00001117 is Individual.
MOSAIC_00001117 Types MOSAIC_00000040,.
MOSAIC_00001117 Types MOSAIC_00000825,.
MOSAIC_00001117 Types MOSAIC_00012000.
MOSAIC_00001118 is Individual.
MOSAIC_00001118 Types MOSAIC_00000040,.
MOSAIC_00001118 Types MOSAIC_00000825,.
MOSAIC_00001118 Types MOSAIC_00012000.
MOSAIC_00001119 is Individual.
MOSAIC_00001119 Types MOSAIC_00000040,.
MOSAIC_00001119 Types MOSAIC_00000825,.
MOSAIC_00001119 Types MOSAIC_00012000.
MOSAIC_00001120 is Individual.
MOSAIC_00001120 Types MOSAIC_00000040,.
MOSAIC_00001120 Types MOSAIC_00000825,.
MOSAIC_00001120 Types MOSAIC_00012000.
MOSAIC_00001121 is Individual.
MOSAIC_00001121 Types MOSAIC_00000040,.
MOSAIC_00001121 Types MOSAIC_00000825,.
MOSAIC_00001121 Types MOSAIC_00012000.
MOSAIC_00001122 is Individual.
MOSAIC_00001122 Types MOSAIC_00000040,.
MOSAIC_00001122 Types MOSAIC_00000825,.
MOSAIC_00001122 Types MOSAIC_00012000.
MOSAIC_00001123 is Individual.
MOSAIC_00001123 Types MOSAIC_00000040,.
MOSAIC_00001123 Types MOSAIC_00000825,.
MOSAIC_00001123 Types MOSAIC_00012000.
MOSAIC_00001124 is Individual.
MOSAIC_00001124 Types MOSAIC_00000040,.
MOSAIC_00001124 Types MOSAIC_00000825,.
MOSAIC_00001124 Types MOSAIC_00012000.
MOSAIC_00001125 is Individual.
MOSAIC_00001125 Types MOSAIC_00000040,.
MOSAIC_00001125 Types MOSAIC_00000825,.
MOSAIC_00001125 Types MOSAIC_00012000.
MOSAIC_00001126 is Individual.
MOSAIC_00001126 Types MOSAIC_00000040,.
MOSAIC_00001126 Types MOSAIC_00000825,.
MOSAIC_00001126 Types MOSAIC_00012000.
MOSAIC_00001127 is Individual.
MOSAIC_00001127 Types MOSAIC_00000040,.
MOSAIC_00001127 Types MOSAIC_00000256,.
MOSAIC_00001127 Types MOSAIC_00012000.
MOSAIC_00001128 is Individual.
MOSAIC_00001128 Types MOSAIC_00000040,.
MOSAIC_00001128 Types MOSAIC_00000256,.
MOSAIC_00001128 Types MOSAIC_00012000.
MOSAIC_00001129 is Individual.
MOSAIC_00001129 Types MOSAIC_00000040,.
MOSAIC_00001129 Types MOSAIC_00000826,.
MOSAIC_00001129 Types MOSAIC_00012000.
MOSAIC_00001130 is Individual.
MOSAIC_00001130 Types MOSAIC_00000040,.
MOSAIC_00001130 Types MOSAIC_00000827,.
MOSAIC_00001130 Types MOSAIC_00012000.
MOSAIC_00001131 is Individual.
MOSAIC_00001131 Types MOSAIC_00000040,.
MOSAIC_00001131 Types MOSAIC_00000828,.
MOSAIC_00001131 Types MOSAIC_00012000.
MOSAIC_00001132 is Individual.
MOSAIC_00001132 Types MOSAIC_00000040,.
MOSAIC_00001132 Types MOSAIC_00000829,.
MOSAIC_00001132 Types MOSAIC_00012000.
MOSAIC_00001133 is Individual.
MOSAIC_00001133 Types MOSAIC_00000040,.
MOSAIC_00001133 Types MOSAIC_00000254,.
MOSAIC_00001133 Types MOSAIC_00012000.
MOSAIC_00001134 is Individual.
MOSAIC_00001134 Types MOSAIC_00000040,.
MOSAIC_00001134 Types MOSAIC_00000822,.
MOSAIC_00001134 Types MOSAIC_00012000.
MOSAIC_00001135 is Individual.
MOSAIC_00001135 Types MOSAIC_00000040,.
MOSAIC_00001135 Types MOSAIC_00000830,.
MOSAIC_00001135 Types MOSAIC_00012000.
MOSAIC_00001136 is Individual.
MOSAIC_00001136 Types MOSAIC_00000040,.
MOSAIC_00001136 Types MOSAIC_00000830,.
MOSAIC_00001136 Types MOSAIC_00012000.
MOSAIC_00001137 is Individual.
MOSAIC_00001137 Types MOSAIC_00000040,.
MOSAIC_00001137 Types MOSAIC_00000795,.
MOSAIC_00001137 Types MOSAIC_00012000.
MOSAIC_00001138 is Individual.
MOSAIC_00001138 Types MOSAIC_00000040,.
MOSAIC_00001138 Types MOSAIC_00000795,.
MOSAIC_00001138 Types MOSAIC_00012000.
MOSAIC_00001139 is Individual.
MOSAIC_00001139 Types MOSAIC_00000040,.
MOSAIC_00001139 Types MOSAIC_00000795,.
MOSAIC_00001139 Types MOSAIC_00012000.
MOSAIC_00001140 is Individual.
MOSAIC_00001140 Types MOSAIC_00000040,.
MOSAIC_00001140 Types MOSAIC_00000795,.
MOSAIC_00001140 Types MOSAIC_00012000.
MOSAIC_00001141 is Individual.
MOSAIC_00001141 Types MOSAIC_00000040,.
MOSAIC_00001141 Types MOSAIC_00000795,.
MOSAIC_00001141 Types MOSAIC_00012000.
MOSAIC_00001142 is Individual.
MOSAIC_00001142 Types MOSAIC_00000040,.
MOSAIC_00001142 Types MOSAIC_00000824,.
MOSAIC_00001142 Types MOSAIC_00012000.
MOSAIC_00001143 is Individual.
MOSAIC_00001143 Types MOSAIC_00000040,.
MOSAIC_00001143 Types MOSAIC_00000825,.
MOSAIC_00001143 Types MOSAIC_00012000.
MOSAIC_00001144 is Individual.
MOSAIC_00001144 Types MOSAIC_00000040,.
MOSAIC_00001144 Types MOSAIC_00000825,.
MOSAIC_00001144 Types MOSAIC_00012000.
MOSAIC_00001145 is Individual.
MOSAIC_00001145 Types MOSAIC_00000040,.
MOSAIC_00001145 Types MOSAIC_00000825,.
MOSAIC_00001145 Types MOSAIC_00012000.
MOSAIC_00001146 is Individual.
MOSAIC_00001146 Types MOSAIC_00000040,.
MOSAIC_00001146 Types MOSAIC_00000825,.
MOSAIC_00001146 Types MOSAIC_00012000.
MOSAIC_00001147 is Individual.
MOSAIC_00001147 Types MOSAIC_00000040,.
MOSAIC_00001147 Types MOSAIC_00000825,.
MOSAIC_00001147 Types MOSAIC_00012000.
MOSAIC_00001148 is Individual.
MOSAIC_00001148 Types MOSAIC_00000040,.
MOSAIC_00001148 Types MOSAIC_00000825,.
MOSAIC_00001148 Types MOSAIC_00012000.
MOSAIC_00001149 is Individual.
MOSAIC_00001149 Types MOSAIC_00000040,.
MOSAIC_00001149 Types MOSAIC_00012000.
MOSAIC_00001150 is Individual.
MOSAIC_00001150 Types MOSAIC_00000040,.
MOSAIC_00001150 Types MOSAIC_00000041,.
MOSAIC_00001150 Types MOSAIC_00000831,.
MOSAIC_00001150 Types MOSAIC_00012000.
MOSAIC_00001151 is Individual.
MOSAIC_00001151 Types MOSAIC_00000040,.
MOSAIC_00001151 Types MOSAIC_00000832,.
MOSAIC_00001151 Types MOSAIC_00012000.
MOSAIC_00001152 is Individual.
MOSAIC_00001152 Types MOSAIC_00000040,.
MOSAIC_00001152 Types MOSAIC_00000833,.
MOSAIC_00001152 Types MOSAIC_00012000.
MOSAIC_00001153 is Individual.
MOSAIC_00001153 Types MOSAIC_00000040,.
MOSAIC_00001153 Types MOSAIC_00000254,.
MOSAIC_00001153 Types MOSAIC_00012000.
MOSAIC_00001154 is Individual.
MOSAIC_00001154 Types MOSAIC_00000040,.
MOSAIC_00001154 Types MOSAIC_00000257,.
MOSAIC_00001154 Types MOSAIC_00012000.
MOSAIC_00001155 is Individual.
MOSAIC_00001155 Types MOSAIC_00000040,.
MOSAIC_00001155 Types MOSAIC_00000834,.
MOSAIC_00001155 Types MOSAIC_00012000.
MOSAIC_00001156 is Individual.
MOSAIC_00001156 Types MOSAIC_00000040,.
MOSAIC_00001156 Types MOSAIC_00000835,.
MOSAIC_00001156 Types MOSAIC_00012000.
MOSAIC_00001157 is Individual.
MOSAIC_00001157 Types MOSAIC_00000040,.
MOSAIC_00001157 Types MOSAIC_00000836,.
MOSAIC_00001157 Types MOSAIC_00012000.
MOSAIC_00001158 is Individual.
MOSAIC_00001158 Types MOSAIC_00000040,.
MOSAIC_00001158 Types MOSAIC_00000837,.
MOSAIC_00001158 Types MOSAIC_00012000.
MOSAIC_00001159 is Individual.
MOSAIC_00001159 Types MOSAIC_00000040,.
MOSAIC_00001159 Types MOSAIC_00000838,.
MOSAIC_00001159 Types MOSAIC_00012000.
MOSAIC_00001160 is Individual.
MOSAIC_00001160 Types MOSAIC_00000040,.
MOSAIC_00001160 Types MOSAIC_00000839,.
MOSAIC_00001160 Types MOSAIC_00012000.
MOSAIC_00001161 is Individual.
MOSAIC_00001161 Types MOSAIC_00000040,.
MOSAIC_00001161 Types MOSAIC_00000840,.
MOSAIC_00001161 Types MOSAIC_00012000.
MOSAIC_00001162 is Individual.
MOSAIC_00001162 Types MOSAIC_00000040,.
MOSAIC_00001162 Types MOSAIC_00000806,.
MOSAIC_00001162 Types MOSAIC_00012000.
MOSAIC_00001163 is Individual.
MOSAIC_00001163 Types MOSAIC_00000040,.
MOSAIC_00001163 Types MOSAIC_00000841,.
MOSAIC_00001163 Types MOSAIC_00012000.
MOSAIC_00001164 is Individual.
MOSAIC_00001164 Types MOSAIC_00000040,.
MOSAIC_00001164 Types MOSAIC_00000842,.
MOSAIC_00001164 Types MOSAIC_00012000.
MOSAIC_00001165 is Individual.
MOSAIC_00001165 Types MOSAIC_00000040,.
